"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]"
"Oulu Vihreäsaari satama","2025","11","7","01:30","3.3"
"Oulu Vihreäsaari satama","2025","11","7","01:40","3.5"
"Oulu Vihreäsaari satama","2025","11","7","01:50","3.4"
"Oulu Vihreäsaari satama","2025","11","7","02:00","3.4"
"Oulu Vihreäsaari satama","2025","11","7","02:10","3.4"
"Oulu Vihreäsaari satama","2025","11","7","02:20","3.5"
"Oulu Vihreäsaari satama","2025","11","7","02:30","3.2"
"Oulu Vihreäsaari satama","2025","11","7","02:40","3.3"
"Oulu Vihreäsaari satama","2025","11","7","02:50","3.1"
"Oulu Vihreäsaari satama","2025","11","7","03:00","3.1"
"Oulu Vihreäsaari satama","2025","11","7","03:10","3"
"Oulu Vihreäsaari satama","2025","11","7","03:20","2.9"
"Oulu Vihreäsaari satama","2025","11","7","03:30","3.1"
"Oulu Vihreäsaari satama","2025","11","7","03:40","2.8"
"Oulu Vihreäsaari satama","2025","11","7","03:50","2.9"
"Oulu Vihreäsaari satama","2025","11","7","04:00","2.8"
"Oulu Vihreäsaari satama","2025","11","7","04:10","2.9"
"Oulu Vihreäsaari satama","2025","11","7","04:20","2.8"
"Oulu Vihreäsaari satama","2025","11","7","04:30","3"
"Oulu Vihreäsaari satama","2025","11","7","04:40","3"
"Oulu Vihreäsaari satama","2025","11","7","04:50","3"
"Oulu Vihreäsaari satama","2025","11","7","05:00","3"
"Oulu Vihreäsaari satama","2025","11","7","05:10","3"
"Oulu Vihreäsaari satama","2025","11","7","05:20","3.1"
"Oulu Vihreäsaari satama","2025","11","7","05:30","3.2"
"Oulu Vihreäsaari satama","2025","11","7","05:40","3.1"
"Oulu Vihreäsaari satama","2025","11","7","05:50","3"
"Oulu Vihreäsaari satama","2025","11","7","06:00","3.1"
"Oulu Vihreäsaari satama","2025","11","7","06:10","3"
"Oulu Vihreäsaari satama","2025","11","7","06:20","3.1"
"Oulu Vihreäsaari satama","2025","11","7","06:30","3.2"
"Oulu Vihreäsaari satama","2025","11","7","06:40","3.4"
"Oulu Vihreäsaari satama","2025","11","7","06:50","3.4"
"Oulu Vihreäsaari satama","2025","11","7","07:00","3.5"
"Oulu Vihreäsaari satama","2025","11","7","07:10","3.5"
"Oulu Vihreäsaari satama","2025","11","7","07:20","3.6"
"Oulu Vihreäsaari satama","2025","11","7","07:30","3.6"
"Oulu Vihreäsaari satama","2025","11","7","07:40","3.6"
"Oulu Vihreäsaari satama","2025","11","7","07:50","3.8"
"Oulu Vihreäsaari satama","2025","11","7","08:00","3.9"
"Oulu Vihreäsaari satama","2025","11","7","08:10","3.9"
"Oulu Vihreäsaari satama","2025","11","7","08:20","4.1"
"Oulu Vihreäsaari satama","2025","11","7","08:30","4"
"Oulu Vihreäsaari satama","2025","11","7","08:40","3.9"
"Oulu Vihreäsaari satama","2025","11","7","08:50","3.9"
"Oulu Vihreäsaari satama","2025","11","7","09:00","3.9"
"Oulu Vihreäsaari satama","2025","11","7","09:10","3.9"
"Oulu Vihreäsaari satama","2025","11","7","09:20","3.9"
"Oulu Vihreäsaari satama","2025","11","7","09:30","4"
"Oulu Vihreäsaari satama","2025","11","7","09:40","4"
"Oulu Vihreäsaari satama","2025","11","7","09:50","3.9"
"Oulu Vihreäsaari satama","2025","11","7","10:00","3.9"
"Oulu Vihreäsaari satama","2025","11","7","10:10","4"
"Oulu Vihreäsaari satama","2025","11","7","10:20","3.9"
"Oulu Vihreäsaari satama","2025","11","7","10:30","4"
"Oulu Vihreäsaari satama","2025","11","7","10:40","4"
"Oulu Vihreäsaari satama","2025","11","7","10:50","4"
"Oulu Vihreäsaari satama","2025","11","7","11:00","4"
"Oulu Vihreäsaari satama","2025","11","7","11:10","4"
"Oulu Vihreäsaari satama","2025","11","7","11:20","4.1"
"Oulu Vihreäsaari satama","2025","11","7","11:30","4"
"Oulu Vihreäsaari satama","2025","11","7","11:40","4"
"Oulu Vihreäsaari satama","2025","11","7","11:50","4"
"Oulu Vihreäsaari satama","2025","11","7","12:00","4.1"
"Oulu Vihreäsaari satama","2025","11","7","12:10","4.2"
"Oulu Vihreäsaari satama","2025","11","7","12:20","4.2"
"Oulu Vihreäsaari satama","2025","11","7","12:30","4.3"
"Oulu Vihreäsaari satama","2025","11","7","12:40","4.4"
"Oulu Vihreäsaari satama","2025","11","7","12:50","4.6"
"Oulu Vihreäsaari satama","2025","11","7","13:00","4.5"
"Oulu Vihreäsaari satama","2025","11","7","13:10","4.5"
"Oulu Vihreäsaari satama","2025","11","7","13:20","4.8"
"Oulu Vihreäsaari satama","2025","11","7","13:30","4.8"
"Oulu Vihreäsaari satama","2025","11","7","13:40","5"
"Oulu Vihreäsaari satama","2025","11","7","13:50","5.1"
"Oulu Vihreäsaari satama","2025","11","7","14:00","5.2"
"Oulu Vihreäsaari satama","2025","11","7","14:10","5.1"
"Oulu Vihreäsaari satama","2025","11","7","14:20","5.1"
"Oulu Vihreäsaari satama","2025","11","7","14:30","5.2"
"Oulu Vihreäsaari satama","2025","11","7","14:40","5.2"
"Oulu Vihreäsaari satama","2025","11","7","14:50","5.3"
"Oulu Vihreäsaari satama","2025","11","7","15:00","5.3"
"Oulu Vihreäsaari satama","2025","11","7","15:10","5.4"
"Oulu Vihreäsaari satama","2025","11","7","15:20","5.3"
"Oulu Vihreäsaari satama","2025","11","7","15:30","5.2"
"Oulu Vihreäsaari satama","2025","11","7","15:40","5.2"
"Oulu Vihreäsaari satama","2025","11","7","15:50","5.1"
"Oulu Vihreäsaari satama","2025","11","7","16:00","5"
"Oulu Vihreäsaari satama","2025","11","7","16:10","4.9"
"Oulu Vihreäsaari satama","2025","11","7","16:20","5"
"Oulu Vihreäsaari satama","2025","11","7","16:30","5"
"Oulu Vihreäsaari satama","2025","11","7","16:40","5"
"Oulu Vihreäsaari satama","2025","11","7","16:50","5.2"
"Oulu Vihreäsaari satama","2025","11","7","17:00","5.1"
"Oulu Vihreäsaari satama","2025","11","7","17:10","5"
"Oulu Vihreäsaari satama","2025","11","7","17:20","5"
"Oulu Vihreäsaari satama","2025","11","7","17:30","4.4"
"Oulu Vihreäsaari satama","2025","11","7","17:40","5.1"
"Oulu Vihreäsaari satama","2025","11","7","17:50","5.1"
"Oulu Vihreäsaari satama","2025","11","7","18:00","5"
"Oulu Vihreäsaari satama","2025","11","7","18:10","5"
"Oulu Vihreäsaari satama","2025","11","7","18:20","5"
"Oulu Vihreäsaari satama","2025","11","7","18:30","4.9"
"Oulu Vihreäsaari satama","2025","11","7","18:40","4.9"
"Oulu Vihreäsaari satama","2025","11","7","18:50","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:00","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:10","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:20","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:30","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:40","4.8"
"Oulu Vihreäsaari satama","2025","11","7","19:50","4.7"
"Oulu Vihreäsaari satama","2025","11","7","20:00","4.8"
"Oulu Vihreäsaari satama","2025","11","7","20:10","4.8"
"Oulu Vihreäsaari satama","2025","11","7","20:20","4.7"
"Oulu Vihreäsaari satama","2025","11","7","20:30","4.5"
"Oulu Vihreäsaari satama","2025","11","7","20:40","3.6"
"Oulu Vihreäsaari satama","2025","11","7","20:50","3.4"
"Oulu Vihreäsaari satama","2025","11","7","21:00","3.4"
"Oulu Vihreäsaari satama","2025","11","7","21:10","3.5"
"Oulu Vihreäsaari satama","2025","11","7","21:20","3.6"
"Oulu Vihreäsaari satama","2025","11","7","21:30","3.7"
"Oulu Vihreäsaari satama","2025","11","7","21:40","3.9"
"Oulu Vihreäsaari satama","2025","11","7","21:50","3.8"
"Oulu Vihreäsaari satama","2025","11","7","22:00","3.5"
"Oulu Vihreäsaari satama","2025","11","7","22:10","3.6"
"Oulu Vihreäsaari satama","2025","11","7","22:20","2.6"
"Oulu Vihreäsaari satama","2025","11","7","22:30","2.1"
"Oulu Vihreäsaari satama","2025","11","7","22:40","2"
"Oulu Vihreäsaari satama","2025","11","7","22:50","2.6"
"Oulu Vihreäsaari satama","2025","11","7","23:00","2.3"
"Oulu Vihreäsaari satama","2025","11","7","23:10","2.2"
"Oulu Vihreäsaari satama","2025","11","7","23:20","2.3"
"Oulu Vihreäsaari satama","2025","11","7","23:30","2.4"
"Oulu Vihreäsaari satama","2025","11","7","23:40","2.7"
"Oulu Vihreäsaari satama","2025","11","7","23:50","2.4"
"Oulu Vihreäsaari satama","2025","11","8","00:00","2.3"
"Oulu Vihreäsaari satama","2025","11","8","00:10","1.8"
"Oulu Vihreäsaari satama","2025","11","8","00:20","1.8"
"Oulu Vihreäsaari satama","2025","11","8","00:30","1.8"
"Oulu Vihreäsaari satama","2025","11","8","00:40","1.9"
"Oulu Vihreäsaari satama","2025","11","8","00:50","1.8"
"Oulu Vihreäsaari satama","2025","11","8","01:00","1.7"
"Oulu Vihreäsaari satama","2025","11","8","01:10","1.6"
"Oulu Vihreäsaari satama","2025","11","8","01:20","1.9"
"Oulu Vihreäsaari satama","2025","11","8","01:30","2.2"
"Oulu Vihreäsaari satama","2025","11","8","01:40","1.8"
"Oulu Vihreäsaari satama","2025","11","8","01:50","1.5"
"Oulu Vihreäsaari satama","2025","11","8","02:00","1.1"
"Oulu Vihreäsaari satama","2025","11","8","02:10","0.8"
"Oulu Vihreäsaari satama","2025","11","8","02:20","1.2"
"Oulu Vihreäsaari satama","2025","11","8","02:30","0.9"
"Oulu Vihreäsaari satama","2025","11","8","02:40","1.2"
"Oulu Vihreäsaari satama","2025","11","8","02:50","1.2"
"Oulu Vihreäsaari satama","2025","11","8","03:00","0.7"
"Oulu Vihreäsaari satama","2025","11","8","03:10","0.8"
"Oulu Vihreäsaari satama","2025","11","8","03:20","0.7"
"Oulu Vihreäsaari satama","2025","11","8","03:30","0.9"
"Oulu Vihreäsaari satama","2025","11","8","03:40","1.1"
"Oulu Vihreäsaari satama","2025","11","8","03:50","1.2"
"Oulu Vihreäsaari satama","2025","11","8","04:00","0.5"
"Oulu Vihreäsaari satama","2025","11","8","04:10","0.5"
"Oulu Vihreäsaari satama","2025","11","8","04:20","0.3"
"Oulu Vihreäsaari satama","2025","11","8","04:30","0.1"
"Oulu Vihreäsaari satama","2025","11","8","04:40","-0.3"
"Oulu Vihreäsaari satama","2025","11","8","04:50","0"
"Oulu Vihreäsaari satama","2025","11","8","05:00","-0.1"
"Oulu Vihreäsaari satama","2025","11","8","05:10","-0.2"
"Oulu Vihreäsaari satama","2025","11","8","05:20","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","05:30","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","05:40","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","05:50","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","06:00","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","06:10","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","06:20","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","06:30","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","06:40","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","06:50","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","07:00","-0.2"
"Oulu Vihreäsaari satama","2025","11","8","07:10","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","07:20","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","07:30","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","07:40","-1.4"
"Oulu Vihreäsaari satama","2025","11","8","07:50","-1.6"
"Oulu Vihreäsaari satama","2025","11","8","08:00","-1.6"
"Oulu Vihreäsaari satama","2025","11","8","08:10","-1.6"
"Oulu Vihreäsaari satama","2025","11","8","08:20","-1.5"
"Oulu Vihreäsaari satama","2025","11","8","08:30","-1.4"
"Oulu Vihreäsaari satama","2025","11","8","08:40","-1.7"
"Oulu Vihreäsaari satama","2025","11","8","08:50","-1.3"
"Oulu Vihreäsaari satama","2025","11","8","09:00","-2"
"Oulu Vihreäsaari satama","2025","11","8","09:10","-1.8"
"Oulu Vihreäsaari satama","2025","11","8","09:20","-1.4"
"Oulu Vihreäsaari satama","2025","11","8","09:30","-1.6"
"Oulu Vihreäsaari satama","2025","11","8","09:40","-1.7"
"Oulu Vihreäsaari satama","2025","11","8","09:50","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","10:00","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","10:10","-1.7"
"Oulu Vihreäsaari satama","2025","11","8","10:20","-1.9"
"Oulu Vihreäsaari satama","2025","11","8","10:30","-1.7"
"Oulu Vihreäsaari satama","2025","11","8","10:40","-2"
"Oulu Vihreäsaari satama","2025","11","8","10:50","-2.1"
"Oulu Vihreäsaari satama","2025","11","8","11:00","-1.8"
"Oulu Vihreäsaari satama","2025","11","8","11:10","-1.7"
"Oulu Vihreäsaari satama","2025","11","8","11:20","-1.9"
"Oulu Vihreäsaari satama","2025","11","8","11:30","-1.5"
"Oulu Vihreäsaari satama","2025","11","8","11:40","-1.4"
"Oulu Vihreäsaari satama","2025","11","8","11:50","-1.3"
"Oulu Vihreäsaari satama","2025","11","8","12:00","-1.1"
"Oulu Vihreäsaari satama","2025","11","8","12:10","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","12:20","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","12:30","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","12:40","-1.2"
"Oulu Vihreäsaari satama","2025","11","8","12:50","-1.1"
"Oulu Vihreäsaari satama","2025","11","8","13:00","-1"
"Oulu Vihreäsaari satama","2025","11","8","13:10","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","13:20","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","13:30","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","13:40","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","13:50","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","14:00","-1"
"Oulu Vihreäsaari satama","2025","11","8","14:10","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","14:20","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","14:30","-0.7"
"Oulu Vihreäsaari satama","2025","11","8","14:40","-0.7"
"Oulu Vihreäsaari satama","2025","11","8","14:50","-0.7"
"Oulu Vihreäsaari satama","2025","11","8","15:00","-0.9"
"Oulu Vihreäsaari satama","2025","11","8","15:10","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","15:20","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","15:30","-0.8"
"Oulu Vihreäsaari satama","2025","11","8","15:40","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","15:50","-0.3"
"Oulu Vihreäsaari satama","2025","11","8","16:00","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","16:10","-0.2"
"Oulu Vihreäsaari satama","2025","11","8","16:20","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","16:30","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","16:40","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","16:50","-0.6"
"Oulu Vihreäsaari satama","2025","11","8","17:00","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","17:10","-0.5"
"Oulu Vihreäsaari satama","2025","11","8","17:20","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","17:30","-0.3"
"Oulu Vihreäsaari satama","2025","11","8","17:40","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","17:50","-0.3"
"Oulu Vihreäsaari satama","2025","11","8","18:00","0.1"
"Oulu Vihreäsaari satama","2025","11","8","18:10","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","18:20","-0.4"
"Oulu Vihreäsaari satama","2025","11","8","18:30","-0.3"
"Oulu Vihreäsaari satama","2025","11","8","18:40","-0.2"
"Oulu Vihreäsaari satama","2025","11","8","18:50","-0.1"
"Oulu Vihreäsaari satama","2025","11","8","19:00","-0.1"
"Oulu Vihreäsaari satama","2025","11","8","19:10","-0.1"
"Oulu Vihreäsaari satama","2025","11","8","19:20","0"
"Oulu Vihreäsaari satama","2025","11","8","19:30","0.1"
"Oulu Vihreäsaari satama","2025","11","8","19:40","0.1"
"Oulu Vihreäsaari satama","2025","11","8","19:50","0"
"Oulu Vihreäsaari satama","2025","11","8","20:00","0.2"
"Oulu Vihreäsaari satama","2025","11","8","20:10","0.2"
"Oulu Vihreäsaari satama","2025","11","8","20:20","0.6"
"Oulu Vihreäsaari satama","2025","11","8","20:30","0.7"
"Oulu Vihreäsaari satama","2025","11","8","20:40","0.8"
"Oulu Vihreäsaari satama","2025","11","8","20:50","0.7"
"Oulu Vihreäsaari satama","2025","11","8","21:00","0.5"
"Oulu Vihreäsaari satama","2025","11","8","21:10","0.5"
"Oulu Vihreäsaari satama","2025","11","8","21:20","0.6"
"Oulu Vihreäsaari satama","2025","11","8","21:30","0.7"
"Oulu Vihreäsaari satama","2025","11","8","21:40","0.8"
"Oulu Vihreäsaari satama","2025","11","8","21:50","0.9"
"Oulu Vihreäsaari satama","2025","11","8","22:00","1"
"Oulu Vihreäsaari satama","2025","11","8","22:10","1"
"Oulu Vihreäsaari satama","2025","11","8","22:20","1.1"
"Oulu Vihreäsaari satama","2025","11","8","22:30","1.1"
"Oulu Vihreäsaari satama","2025","11","8","22:40","1.2"
"Oulu Vihreäsaari satama","2025","11","8","22:50","1.2"
"Oulu Vihreäsaari satama","2025","11","8","23:00","1.3"
"Oulu Vihreäsaari satama","2025","11","8","23:10","1.2"
"Oulu Vihreäsaari satama","2025","11","8","23:20","1.3"
"Oulu Vihreäsaari satama","2025","11","8","23:30","1.2"
"Oulu Vihreäsaari satama","2025","11","8","23:40","1.3"
"Oulu Vihreäsaari satama","2025","11","8","23:50","1.1"
"Oulu Vihreäsaari satama","2025","11","9","00:00","1.2"
"Oulu Vihreäsaari satama","2025","11","9","00:10","1.1"
"Oulu Vihreäsaari satama","2025","11","9","00:20","1.2"
"Oulu Vihreäsaari satama","2025","11","9","00:30","1.3"
"Oulu Vihreäsaari satama","2025","11","9","00:40","1.2"
"Oulu Vihreäsaari satama","2025","11","9","00:50","1.4"
"Oulu Vihreäsaari satama","2025","11","9","01:00","1.3"
"Oulu Vihreäsaari satama","2025","11","9","01:10","1.2"
"Oulu Vihreäsaari satama","2025","11","9","01:20","1.2"
"Oulu Vihreäsaari satama","2025","11","9","01:30","1.2"
"Oulu Vihreäsaari satama","2025","11","9","01:40","1.3"
"Oulu Vihreäsaari satama","2025","11","9","01:50","1.2"
"Oulu Vihreäsaari satama","2025","11","9","02:00","1.1"
"Oulu Vihreäsaari satama","2025","11","9","02:10","1.2"
"Oulu Vihreäsaari satama","2025","11","9","02:20","1.3"
"Oulu Vihreäsaari satama","2025","11","9","02:30","1.4"
"Oulu Vihreäsaari satama","2025","11","9","02:40","1.3"
"Oulu Vihreäsaari satama","2025","11","9","02:50","1.4"
"Oulu Vihreäsaari satama","2025","11","9","03:00","1.4"
"Oulu Vihreäsaari satama","2025","11","9","03:10","1.4"
"Oulu Vihreäsaari satama","2025","11","9","03:20","1.4"
"Oulu Vihreäsaari satama","2025","11","9","03:30","1.5"
"Oulu Vihreäsaari satama","2025","11","9","03:40","1.6"
"Oulu Vihreäsaari satama","2025","11","9","03:50","1.5"
"Oulu Vihreäsaari satama","2025","11","9","04:00","1.5"
"Oulu Vihreäsaari satama","2025","11","9","04:10","1.5"
"Oulu Vihreäsaari satama","2025","11","9","04:20","1.5"
"Oulu Vihreäsaari satama","2025","11","9","04:30","1.7"
"Oulu Vihreäsaari satama","2025","11","9","04:40","1.7"
"Oulu Vihreäsaari satama","2025","11","9","04:50","2.2"
"Oulu Vihreäsaari satama","2025","11","9","05:00","2.4"
"Oulu Vihreäsaari satama","2025","11","9","05:10","2.5"
"Oulu Vihreäsaari satama","2025","11","9","05:20","2.7"
"Oulu Vihreäsaari satama","2025","11","9","05:30","2.7"
"Oulu Vihreäsaari satama","2025","11","9","05:40","3.5"
"Oulu Vihreäsaari satama","2025","11","9","05:50","4.1"
"Oulu Vihreäsaari satama","2025","11","9","06:00","4"
"Oulu Vihreäsaari satama","2025","11","9","06:10","3.9"
"Oulu Vihreäsaari satama","2025","11","9","06:20","3.7"
"Oulu Vihreäsaari satama","2025","11","9","06:30","3.6"
"Oulu Vihreäsaari satama","2025","11","9","06:40","3.6"
"Oulu Vihreäsaari satama","2025","11","9","06:50","3.5"
"Oulu Vihreäsaari satama","2025","11","9","07:00","3.5"
"Oulu Vihreäsaari satama","2025","11","9","07:10","3.8"
"Oulu Vihreäsaari satama","2025","11","9","07:20","3.7"
"Oulu Vihreäsaari satama","2025","11","9","07:30","3.7"
"Oulu Vihreäsaari satama","2025","11","9","07:40","3.5"
"Oulu Vihreäsaari satama","2025","11","9","07:50","3.2"
"Oulu Vihreäsaari satama","2025","11","9","08:00","2.8"
"Oulu Vihreäsaari satama","2025","11","9","08:10","2.5"
"Oulu Vihreäsaari satama","2025","11","9","08:20","2.4"
"Oulu Vihreäsaari satama","2025","11","9","08:30","2.1"
"Oulu Vihreäsaari satama","2025","11","9","08:40","2.1"
"Oulu Vihreäsaari satama","2025","11","9","08:50","2.4"
"Oulu Vihreäsaari satama","2025","11","9","09:00","2.4"
"Oulu Vihreäsaari satama","2025","11","9","09:10","2.4"
"Oulu Vihreäsaari satama","2025","11","9","09:20","2.6"
"Oulu Vihreäsaari satama","2025","11","9","09:30","2.4"
"Oulu Vihreäsaari satama","2025","11","9","09:40","2.3"
"Oulu Vihreäsaari satama","2025","11","9","09:50","2.3"
"Oulu Vihreäsaari satama","2025","11","9","10:00","2.3"
"Oulu Vihreäsaari satama","2025","11","9","10:10","2.2"
"Oulu Vihreäsaari satama","2025","11","9","10:20","2"
"Oulu Vihreäsaari satama","2025","11","9","10:30","2.2"
"Oulu Vihreäsaari satama","2025","11","9","10:40","2.1"
"Oulu Vihreäsaari satama","2025","11","9","10:50","2"
"Oulu Vihreäsaari satama","2025","11","9","11:00","2"
"Oulu Vihreäsaari satama","2025","11","9","11:10","2"
"Oulu Vihreäsaari satama","2025","11","9","11:20","2.1"
"Oulu Vihreäsaari satama","2025","11","9","11:30","1.9"
"Oulu Vihreäsaari satama","2025","11","9","11:40","2"
"Oulu Vihreäsaari satama","2025","11","9","11:50","2"
"Oulu Vihreäsaari satama","2025","11","9","12:00","1.9"
"Oulu Vihreäsaari satama","2025","11","9","12:10","1.8"
"Oulu Vihreäsaari satama","2025","11","9","12:20","1.9"
"Oulu Vihreäsaari satama","2025","11","9","12:30","1.8"
"Oulu Vihreäsaari satama","2025","11","9","12:40","1.8"
"Oulu Vihreäsaari satama","2025","11","9","12:50","1.7"
"Oulu Vihreäsaari satama","2025","11","9","13:00","1.6"
"Oulu Vihreäsaari satama","2025","11","9","13:10","1.6"
"Oulu Vihreäsaari satama","2025","11","9","13:20","1.7"
"Oulu Vihreäsaari satama","2025","11","9","13:30","1.6"
"Oulu Vihreäsaari satama","2025","11","9","13:40","1.5"
"Oulu Vihreäsaari satama","2025","11","9","13:50","1.7"
"Oulu Vihreäsaari satama","2025","11","9","14:00","1.8"
"Oulu Vihreäsaari satama","2025","11","9","14:10","1.9"
"Oulu Vihreäsaari satama","2025","11","9","14:20","1.8"
"Oulu Vihreäsaari satama","2025","11","9","14:30","2"
"Oulu Vihreäsaari satama","2025","11","9","14:40","2"
"Oulu Vihreäsaari satama","2025","11","9","14:50","1.9"
"Oulu Vihreäsaari satama","2025","11","9","15:00","2"
"Oulu Vihreäsaari satama","2025","11","9","15:10","2.1"
"Oulu Vihreäsaari satama","2025","11","9","15:20","2.1"
"Oulu Vihreäsaari satama","2025","11","9","15:30","2.5"
"Oulu Vihreäsaari satama","2025","11","9","15:40","2.5"
"Oulu Vihreäsaari satama","2025","11","9","15:50","2.5"
"Oulu Vihreäsaari satama","2025","11","9","16:00","2.7"
"Oulu Vihreäsaari satama","2025","11","9","16:10","2.5"
"Oulu Vihreäsaari satama","2025","11","9","16:20","2.4"
"Oulu Vihreäsaari satama","2025","11","9","16:30","2.5"
"Oulu Vihreäsaari satama","2025","11","9","16:40","2.5"
"Oulu Vihreäsaari satama","2025","11","9","16:50","2.4"
"Oulu Vihreäsaari satama","2025","11","9","17:00","2.4"
"Oulu Vihreäsaari satama","2025","11","9","17:10","2.4"
"Oulu Vihreäsaari satama","2025","11","9","17:20","2.5"
"Oulu Vihreäsaari satama","2025","11","9","17:30","2.5"
"Oulu Vihreäsaari satama","2025","11","9","17:40","2.6"
"Oulu Vihreäsaari satama","2025","11","9","17:50","2.5"
"Oulu Vihreäsaari satama","2025","11","9","18:00","2.4"
"Oulu Vihreäsaari satama","2025","11","9","18:10","2.5"
"Oulu Vihreäsaari satama","2025","11","9","18:20","2.7"
"Oulu Vihreäsaari satama","2025","11","9","18:30","3.3"
"Oulu Vihreäsaari satama","2025","11","9","18:40","3.3"
"Oulu Vihreäsaari satama","2025","11","9","18:50","3.4"
"Oulu Vihreäsaari satama","2025","11","9","19:00","3.4"
"Oulu Vihreäsaari satama","2025","11","9","19:10","3.4"
"Oulu Vihreäsaari satama","2025","11","9","19:20","3.4"
"Oulu Vihreäsaari satama","2025","11","9","19:30","3.5"
"Oulu Vihreäsaari satama","2025","11","9","19:40","3.5"
"Oulu Vihreäsaari satama","2025","11","9","19:50","3.6"
"Oulu Vihreäsaari satama","2025","11","9","20:00","3.6"
"Oulu Vihreäsaari satama","2025","11","9","20:10","3.7"
"Oulu Vihreäsaari satama","2025","11","9","20:20","3.7"
"Oulu Vihreäsaari satama","2025","11","9","20:30","3.8"
"Oulu Vihreäsaari satama","2025","11","9","20:40","3.8"
"Oulu Vihreäsaari satama","2025","11","9","20:50","3.7"
"Oulu Vihreäsaari satama","2025","11","9","21:00","3.7"
"Oulu Vihreäsaari satama","2025","11","9","21:10","3.7"
"Oulu Vihreäsaari satama","2025","11","9","21:20","3.8"
"Oulu Vihreäsaari satama","2025","11","9","21:30","3.8"
"Oulu Vihreäsaari satama","2025","11","9","21:40","3.8"
"Oulu Vihreäsaari satama","2025","11","9","21:50","3.9"
"Oulu Vihreäsaari satama","2025","11","9","22:00","3.8"
"Oulu Vihreäsaari satama","2025","11","9","22:10","3.8"
"Oulu Vihreäsaari satama","2025","11","9","22:20","3.8"
"Oulu Vihreäsaari satama","2025","11","9","22:30","3.8"
"Oulu Vihreäsaari satama","2025","11","9","22:40","3.8"
"Oulu Vihreäsaari satama","2025","11","9","22:50","3.8"
"Oulu Vihreäsaari satama","2025","11","9","23:00","3.8"
"Oulu Vihreäsaari satama","2025","11","9","23:10","3.1"
"Oulu Vihreäsaari satama","2025","11","9","23:20","3.8"
"Oulu Vihreäsaari satama","2025","11","9","23:30","3.8"
"Oulu Vihreäsaari satama","2025","11","9","23:40","3.7"
"Oulu Vihreäsaari satama","2025","11","9","23:50","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:00","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:10","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:20","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:30","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:40","3.7"
"Oulu Vihreäsaari satama","2025","11","10","00:50","3.6"
"Oulu Vihreäsaari satama","2025","11","10","01:00","3.6"
"Oulu Vihreäsaari satama","2025","11","10","01:10","3.5"
"Oulu Vihreäsaari satama","2025","11","10","01:20","3.4"
"Oulu Vihreäsaari satama","2025","11","10","01:30","3.4"
"Oulu Vihreäsaari satama","2025","11","10","01:40","3.4"
"Oulu Vihreäsaari satama","2025","11","10","01:50","3.3"
"Oulu Vihreäsaari satama","2025","11","10","02:00","3.3"
